pk,round,total_earned,category,round_times,team_member,len_description,admin_profile_followers,admin_profile_following,admin_position,admin_grants_owned,admin_grants_contributed,stars,commits,issues,comments,tweet_count,count_likes,count_comments,count_retweet,followers_count,followings_count
3600,12,3377.08,dApp Tech,2,6,1016,,,302,,,4,14,0,0,16,210,22,52,57,3
3600,11,1909.18,dApp Tech,1,6,1016,,,302,,,0,0,0,0,11,30,10,4,57,3
4276,12,4455.87,dApp Tech,1,,,,,,,,39,24,0,9,30,4122,179,626,45332,69
2979,12,19415.69,dApp Tech,3,1,1353,994,1011,252,3,4,0,13,0,0,3,9,0,1,990,10
2979,11,187.96,dApp Tech,2,1,1353,994,1011,252,3,4,0,14,0,0,0,0,0,0,990,10
2979,10,37.28,dApp Tech,1,1,1353,994,1011,252,3,4,0,22,0,0,0,0,0,0,990,10
4232,12,5683.46,Grants Round 12,1,2,4011,,,0,,,1,2,0,0,1,3,0,1,40,0
539,12,4285.45,dGov,8,2,4299,12416,12232,30,4,375,0,0,0,0,52,376,23,109,6701,787
539,11,10840.58,dGov,7,2,4299,12416,12232,30,4,375,0,0,0,0,54,1142,149,414,6701,787
539,10,11302.24,dGov,6,2,4299,12416,12232,30,4,375,0,0,0,0,51,382,29,109,6701,787
539,9,14945.7,dGov,5,2,4299,12416,12232,30,4,375,0,0,0,0,41,548,29,205,6701,787
539,8,23866.08,dGov,4,2,4299,12416,12232,30,4,375,0,0,0,0,12,133,3,38,6701,787
539,7,5881.68,dGov,3,2,4299,12416,12232,30,4,375,5,3,6,90,38,585,39,138,6701,787
539,6,3207.17,dGov,2,2,4299,12416,12232,30,4,375,1,0,0,1,16,171,10,73,6701,787
539,5,7445.4,dGov,1,2,4299,12416,12232,30,4,375,2,0,1,17,27,300,26,104,6701,787
3364,12,6377.8,Infra Tech,2,3,2395,2776,2785,92,3,65,32,22,4,28,2,17,2,5,2090,28
3364,11,7552.35,Infra Tech,1,3,2395,2776,2785,92,3,65,34,57,4,95,7,87,15,26,2090,28
213,12,3599.83,dApp Tech,9,2,1901,1853,1844,389,3,69,0,0,0,0,34,198,5,95,5021,269
213,11,1933.23,dApp Tech,8,2,1901,1853,1844,389,3,69,0,0,0,0,20,342,10,109,5021,269
213,10,550.23,dApp Tech,7,2,1901,1853,1844,389,3,69,0,0,0,0,18,147,15,63,5021,269
213,9,2754.88,dApp Tech,6,2,1901,1853,1844,389,3,69,0,0,0,0,51,457,38,197,5021,269
213,8,278.78,dApp Tech,5,2,1901,1853,1844,389,3,69,0,0,0,0,5,51,5,7,5021,269
213,7,147.79,dApp Tech,4,2,1901,1853,1844,389,3,69,0,0,0,0,5,35,1,11,5021,269
213,6,813.91,dApp Tech,3,2,1901,1853,1844,389,3,69,5,190,1,26,16,67,6,10,5021,269
213,5,1955.26,dApp Tech,2,2,1901,1853,1844,389,3,69,3,106,0,19,17,89,4,18,5021,269
213,4,911.71,dApp Tech,1,2,1901,1853,1844,389,3,69,0,24,0,4,45,270,43,47,5021,269
384,12,4573.34,Infra Tech,8,2,1911,7356,7383,57,1,35,0,0,0,0,41,3315,438,596,5872,782
384,11,10140.02,Infra Tech,7,2,1911,7356,7383,57,1,35,0,0,0,0,25,532,36,68,5872,782
384,10,23660.39,Infra Tech,6,2,1911,7356,7383,57,1,35,0,0,0,0,32,2562,227,494,5872,782
384,9,8438.67,Infra Tech,5,2,1911,7356,7383,57,1,35,0,0,0,0,23,933,86,172,5872,782
384,8,9821.62,Infra Tech,4,2,1911,7356,7383,57,1,35,0,0,0,0,50,572,78,98,5872,782
384,7,9035.75,Infra Tech,3,2,1911,7356,7383,57,1,35,0,0,0,0,47,244,25,54,5872,782
384,6,1357.74,Infra Tech,2,2,1911,7356,7383,57,1,35,0,0,0,0,44,505,41,122,5872,782
384,5,588.03,Infra Tech,1,2,1911,7356,7383,57,1,35,0,0,0,0,17,100,6,41,5872,782
1855,12,2704.98,Infra Tech,4,4,2365,1430,1438,141,1,11,0,0,0,0,11,49,4,19,420,58
1855,11,1333.21,Infra Tech,3,4,2365,1430,1438,141,1,11,3,0,8,28,12,38,11,16,420,58
1855,10,1691.53,Infra Tech,2,4,2365,1430,1438,141,1,11,2,0,2,0,3,4,0,0,420,58
1855,9,369.62,Infra Tech,1,4,2365,1430,1438,141,1,11,4,0,3,15,2,0,0,0,420,58
373,12,2374.61,Infra Tech,9,4,2733,7742,7743,0,1,0,0,0,0,0,35,880,42,156,50062,138
373,11,59980.35,Infra Tech,8,4,2733,7742,7743,0,1,0,0,0,0,0,16,360,14,73,50062,138
373,10,1123.98,Infra Tech,7,4,2733,7742,7743,0,1,0,0,0,0,0,20,290,10,40,50062,138
373,9,1624.14,Infra Tech,6,4,2733,7742,7743,0,1,0,0,0,0,0,10,255,11,77,50062,138
373,8,219.53,Infra Tech,5,4,2733,7742,7743,0,1,0,0,0,0,0,24,104,19,29,50062,138
373,7,149.94,Infra Tech,4,4,2733,7742,7743,0,1,0,0,0,0,0,18,365,10,63,50062,138
373,6,54.76,Infra Tech,3,4,2733,7742,7743,0,1,0,3,8,1,7,10,68,5,29,50062,138
373,5,104.79,Infra Tech,2,4,2733,7742,7743,0,1,0,2,17,1,4,19,214,8,63,50062,138
373,4,126.5,Infra Tech,1,4,2733,7742,7743,0,1,0,16,305,0,19,14,203,7,64,50062,138
403,12,2457.11,dApp Tech,6,4,6934,1250,1263,330,1,37,0,0,0,0,0,0,0,0,10,1
403,11,11.19,dApp Tech,5,4,6934,1250,1263,330,1,37,0,0,0,0,0,0,0,0,10,1
403,10,387.79,dApp Tech,4,4,6934,1250,1263,330,1,37,0,0,0,0,0,0,0,0,10,1
403,8,1.51,dApp Tech,3,4,6934,1250,1263,330,1,37,0,0,0,0,0,0,0,0,10,1
403,7,8.33,dApp Tech,2,4,6934,1250,1263,330,1,37,0,0,0,0,0,0,0,0,10,1
403,6,396.18,dApp Tech,1,4,6934,1250,1263,330,1,37,0,0,0,0,0,0,0,0,10,1
3501,12,2178.0,dApp Tech,2,2,463,,,171,,,0,0,0,0,0,0,0,0,155,0
3501,11,2342.64,dApp Tech,1,2,463,,,171,,,0,0,0,0,1,2,1,0,155,0
795,12,4638.8,dApp Tech,7,9,2424,12416,12232,30,4,375,0,0,0,0,32,2358,561,412,10150,1501
795,11,3264.36,dApp Tech,6,9,2424,12416,12232,30,4,375,0,0,0,0,21,962,138,354,10150,1501
795,10,8178.28,dApp Tech,5,9,2424,12416,12232,30,4,375,0,0,0,0,16,233,7,52,10150,1501
795,9,4175.91,dApp Tech,4,9,2424,12416,12232,30,4,375,0,0,0,0,15,336,13,149,10150,1501
795,8,5898.42,dApp Tech,3,9,2424,12416,12232,30,4,375,0,0,0,0,12,118,3,29,10150,1501
795,7,2199.63,dApp Tech,2,9,2424,12416,12232,30,4,375,0,0,0,0,6,24,3,5,10150,1501
795,6,5750.68,dApp Tech,1,9,2424,12416,12232,30,4,375,0,0,0,0,1,2,0,0,10150,1501
4213,12,3411.88,Grants Round 12,1,1,2968,1576,1575,119,1,13,0,167,0,0,11,64,7,8,4030,113
184,12,4055.9,Infra Tech,9,3,3817,4648,4665,114,1,156,0,0,0,0,21,279,37,45,2707,829
184,11,3417.97,Infra Tech,8,3,3817,4648,4665,114,1,156,0,0,0,0,12,1673,5815,232,2707,829
184,10,25987.94,Infra Tech,7,3,3817,4648,4665,114,1,156,0,0,0,0,50,353,43,27,2707,829
184,9,671.21,Infra Tech,6,3,3817,4648,4665,114,1,156,0,0,0,0,23,28213,348,13857,2707,829
184,8,1117.94,Infra Tech,5,3,3817,4648,4665,114,1,156,0,0,0,0,30,250,27,37,2707,829
184,7,3051.96,Infra Tech,4,3,3817,4648,4665,114,1,156,0,0,0,0,34,150,32,21,2707,829
184,6,952.05,Infra Tech,3,3,3817,4648,4665,114,1,156,0,4,1,5,47,120,29,10,2707,829
184,5,392.67,Infra Tech,2,3,3817,4648,4665,114,1,156,1,3,0,0,29,109,9,21,2707,829
184,4,3418.31,Infra Tech,1,3,3817,4648,4665,114,1,156,3,15,0,0,38,285,39,39,2707,829
37,12,1786.61,Infra Tech,11,5,2515,14536,14564,7,1,0,0,0,0,0,24,1419,107,278,45498,278
37,11,30410.69,Infra Tech,10,5,2515,14536,14564,7,1,0,0,0,0,0,27,2932,171,901,45498,278
37,10,28.84,Infra Tech,9,5,2515,14536,14564,7,1,0,0,0,0,0,27,471,31,72,45498,278
37,9,332.73,Infra Tech,8,5,2515,14536,14564,7,1,0,0,0,0,0,43,1398,62,312,45498,278
37,8,872.03,Infra Tech,7,5,2515,14536,14564,7,1,0,0,0,0,0,9,149,7,25,45498,278
37,7,465.48,Infra Tech,6,5,2515,14536,14564,7,1,0,0,0,0,0,1,0,0,0,45498,278
37,6,11.84,Infra Tech,5,5,2515,14536,14564,7,1,0,0,0,0,0,4,3,2,0,45498,278
37,4,357.0,Infra Tech,4,5,2515,14536,14564,7,1,0,0,0,0,0,0,0,0,0,45498,278
37,3,1126.97,Infra Tech,3,5,2515,14536,14564,7,1,0,0,0,0,0,13,186,4,56,45498,278
37,2,2467.28,Infra Tech,2,5,2515,14536,14564,7,1,0,0,0,0,0,5,33,0,5,45498,278
37,1,2309.02,Infra Tech,1,5,2515,14536,14564,7,1,0,0,0,0,0,21,94,9,19,45498,278
259,12,3899.78,dApp Tech,7,1,2723,1160,1171,220,2,39,0,0,0,0,42,3921,574,1070,3953,934
259,11,1508.51,dApp Tech,6,1,2723,1160,1171,220,2,39,0,0,0,0,45,13893,2128,3207,3953,934
259,10,1969.38,dApp Tech,5,1,2723,1160,1171,220,2,39,0,0,0,0,54,3996,117,329,3953,934
259,9,318.33,dApp Tech,4,1,2723,1160,1171,220,2,39,0,0,0,0,49,171687,4529,18765,3953,934
259,8,409.57,dApp Tech,3,1,2723,1160,1171,220,2,39,0,0,0,0,41,142,24,16,3953,934
259,6,2.1,dApp Tech,2,1,2723,1160,1171,220,2,39,10,2,0,7,52,284,40,59,3953,934
259,4,562.48,dApp Tech,1,1,2723,1160,1171,220,2,39,4,94,0,12,40,654,239,60,3953,934
2112,12,2699.81,Infra Tech,4,3,2173,924,929,171,2,46,0,0,0,0,3,25,4,8,620,613
2112,11,2901.61,Infra Tech,3,3,2173,924,929,171,2,46,5,0,0,0,21,136,10,35,620,613
2112,10,23188.8,Infra Tech,2,3,2173,924,929,171,2,46,0,0,0,0,8,20,4,5,620,613
2112,9,5021.58,Infra Tech,1,3,2173,924,929,171,2,46,3,12,0,6,4,5,2,0,620,613
3457,12,2990.42,Infra Tech,2,1,1260,924,929,171,2,46,1,4,0,0,33,355,43,49,814,191
3457,11,2068.3,Infra Tech,1,1,1260,924,929,171,2,46,0,0,0,0,16,46,5,7,814,191
2631,12,1606.78,dApp Tech,3,2,446,2776,2787,232,2,85,13,3,3,18,2,5,1,2,134,5
2631,11,6205.96,dApp Tech,2,2,446,2776,2787,232,2,85,9,5,1,21,2,12,0,7,134,5
2631,10,211.03,dApp Tech,1,2,446,2776,2787,232,2,85,10,3,1,14,1,1,0,1,134,5
1155,12,1858.58,dApp Tech,6,5,9054,,,183,,,0,0,0,0,27,389,16,82,4637,291
1155,11,679.76,dApp Tech,5,5,9054,,,183,,,0,0,0,0,49,1017,155,362,4637,291
1155,10,2094.22,dApp Tech,4,5,9054,,,183,,,0,0,0,0,22,130,5,49,4637,291
1155,9,4185.51,dApp Tech,3,5,9054,,,183,,,3,112,2,213,27,100,13,50,4637,291
1155,8,6441.79,dApp Tech,2,5,9054,,,183,,,3,29,1,49,10,105,2,30,4637,291
1155,7,907.3,dApp Tech,1,5,9054,,,183,,,0,34,0,0,0,0,0,0,4637,291
139,12,1368.92,Community,10,1,2867,4297,4319,201,1,89,0,0,0,0,46,4985,6855,1088,54692,1152
139,11,8490.1,Community,9,1,2867,4297,4319,201,1,89,0,0,0,0,44,1666,258,439,54692,1152
139,10,8335.31,Community,8,1,2867,4297,4319,201,1,89,0,0,0,0,49,3938,554,631,54692,1152
139,9,1976.71,Community,7,1,2867,4297,4319,201,1,89,0,0,0,0,51,10857,902,2298,54692,1152
139,8,1344.29,Community,6,1,2867,4297,4319,201,1,89,0,0,0,0,57,3011,290,399,54692,1152
139,7,2390.41,Community,5,1,2867,4297,4319,201,1,89,0,0,0,0,58,1713,222,473,54692,1152
139,6,482.19,Community,4,1,2867,4297,4319,201,1,89,0,0,0,0,62,1605,127,262,54692,1152
139,5,359.79,Community,3,1,2867,4297,4319,201,1,89,0,16,0,4,58,411,82,71,54692,1152
139,4,872.04,Community,2,1,2867,4297,4319,201,1,89,1,15,0,7,59,840,58,177,54692,1152
139,3,2232.78,Community,1,1,2867,4297,4319,201,1,89,1,121,0,24,51,753,73,140,54692,1152
3525,12,1962.01,NFTs,2,1,115,2266,2286,0,1,21,1,2,0,0,5,31,11,17,1080,50
3525,11,9862.33,NFTs,1,1,115,2266,2286,0,1,21,11,0,0,1,0,0,0,0,1080,50
2271,12,2017.27,Infra Tech,4,1,1209,2357,2373,110,2,0,0,0,0,0,4,20,2,0,344,233
2271,11,3082.96,Infra Tech,3,1,1209,2357,2373,110,2,0,0,88,0,0,4,11,1,1,344,233
2271,10,2738.1,Infra Tech,2,1,1209,2357,2373,110,2,0,4,76,0,0,7,14,0,5,344,233
2271,9,330.66,Infra Tech,1,1,1209,2357,2373,110,2,0,7,25,0,1,3,2,0,1,344,233
2758,12,1512.25,Infra Tech,3,,,,,,,,1,17,0,0,3,0,1,0,212,164
2758,11,376.48,Infra Tech,2,,,,,,,,0,31,0,3,4,5,0,3,212,164
2758,10,8746.13,Infra Tech,1,,,,,,,,4,28,0,2,11,7,0,2,212,164
2788,12,951.11,NFTs,3,3,144,2639,2636,0,1,21,0,0,0,0,49,3028,1822,358,3,2
2788,11,3236.1,NFTs,2,3,144,2639,2636,0,1,21,0,0,0,0,50,913,133,201,3,2
2788,10,3479.25,NFTs,1,3,144,2639,2636,0,1,21,0,0,0,0,38,1325,89,384,3,2
1669,12,747.08,dApp Tech,5,2,1845,6978,6999,249,1,0,0,0,0,0,6,283,36,105,12173,99
1669,11,15946.0,dApp Tech,4,2,1845,6978,6999,249,1,0,0,0,0,0,8,266,38,97,12173,99
1669,10,15276.67,dApp Tech,3,2,1845,6978,6999,249,1,0,0,0,0,0,10,52,4,13,12173,99
1669,9,4314.43,dApp Tech,2,2,1845,6978,6999,249,1,0,7,35,3,49,13,277,7,92,12173,99
1669,8,1750.44,dApp Tech,1,2,1845,6978,6999,249,1,0,1,25,0,8,7,209,6,68,12173,99
1599,12,760.25,dApp Tech,2,3,1918,875,905,0,4,4,0,0,0,0,13,3685,121,516,1952,279
1599,11,6642.28,dApp Tech,1,3,1918,875,905,0,4,4,0,0,0,0,0,0,0,0,1952,279
1211,12,1685.34,Infra Tech,6,1,3402,,,0,,,0,0,0,0,52,1549,103,121,9307,282
1211,11,714.3,Infra Tech,5,1,3402,,,0,,,0,0,0,0,55,394,63,55,9307,282
1211,10,1567.29,Infra Tech,4,1,3402,,,0,,,0,0,0,0,22,123,13,2,9307,282
1211,9,1366.9,Infra Tech,3,1,3402,,,0,,,0,41,0,0,40,905,80,203,9307,282
1211,8,4961.22,Infra Tech,2,1,3402,,,0,,,1,139,0,0,57,1681,135,219,9307,282
1211,7,10022.51,Infra Tech,1,1,3402,,,0,,,0,213,0,0,58,2887,215,522,9307,282
3150,12,754.33,Community,2,1,4018,736,740,167,4,26,132,1,0,0,47,478,39,96,17749,289
3150,11,1729.69,Community,1,1,4018,736,740,167,4,26,88,1,0,0,48,459,34,93,17749,289
1534,12,1013.01,dApp Tech,5,3,210,903,918,0,1,57,0,0,0,0,0,0,0,0,176,57
1534,11,177.03,dApp Tech,4,3,210,903,918,0,1,57,0,0,0,0,1,9,0,3,176,57
1534,10,2594.33,dApp Tech,3,3,210,903,918,0,1,57,0,0,0,0,1,5,0,1,176,57
1534,9,1569.61,dApp Tech,2,3,210,903,918,0,1,57,3,1,0,33,7,12,0,4,176,57
1534,8,3950.14,dApp Tech,1,3,210,903,918,0,1,57,6,6,0,8,10,23,2,7,176,57
468,12,452.56,Community,6,2,1775,1672,1672,526,1,20,0,0,0,0,0,0,0,0,1527,902
468,11,61527.14,Community,5,2,1775,1672,1672,526,1,20,0,0,0,0,9,3077,78,800,1527,902
468,10,618.52,Community,4,2,1775,1672,1672,526,1,20,0,0,0,0,0,0,0,0,1527,902
468,9,7778.1,Community,3,2,1775,1672,1672,526,1,20,0,0,0,0,0,0,0,0,1527,902
468,8,14067.93,Community,2,2,1775,1672,1672,526,1,20,1,35,0,0,30,75,22,9,1527,902
468,6,1.66,Community,1,2,1775,1672,1672,526,1,20,0,0,0,0,51,843,54,237,1527,902
1870,12,2012.74,Community,4,6,2238,297,306,162,1,16,0,0,0,0,0,0,0,0,43,5
1870,11,159.43,Community,3,6,2238,297,306,162,1,16,11,6,6,4,0,0,0,0,43,5
1870,10,29.11,Community,2,6,2238,297,306,162,1,16,1,0,2,2,0,0,0,0,43,5
1870,9,904.16,Community,1,6,2238,297,306,162,1,16,1,0,2,2,0,0,0,0,43,5
2281,12,324.98,NFTs,4,1,260,6841,6861,0,7,40,0,0,0,0,14,415,53,9,20738,309
2281,11,27265.61,NFTs,3,1,260,6841,6861,0,7,40,0,0,0,0,50,409,101,42,20738,309
2281,10,419.84,NFTs,2,1,260,6841,6861,0,7,40,0,0,0,0,34,996,54,111,20738,309
2281,9,7538.58,NFTs,1,1,260,6841,6861,0,7,40,0,0,0,0,52,2126,1342,251,20738,309
1657,12,1734.98,dApp Tech,5,1,1073,1108,1083,0,3,125,0,0,0,0,54,2983,228,489,10002,952
1657,11,4139.58,dApp Tech,4,1,1073,1108,1083,0,3,125,0,0,0,0,20,969,66,153,10002,952
1657,10,1568.46,dApp Tech,3,1,1073,1108,1083,0,3,125,0,0,0,0,36,1905,257,185,10002,952
1657,9,2377.17,dApp Tech,2,1,1073,1108,1083,0,3,125,65,61,1,12,48,2587,121,334,10002,952
1657,8,22018.07,dApp Tech,1,1,1073,1108,1083,0,3,125,32,43,2,7,52,1285,1732,147,10002,952
2265,12,757.12,dApp Tech,4,3,687,2068,2071,539,1,6,0,0,0,0,14,31,10,3,522,1
2265,11,505.98,dApp Tech,3,3,687,2068,2071,539,1,6,0,78,1,53,7,88,6,22,522,1
2265,10,11554.62,dApp Tech,2,3,687,2068,2071,539,1,6,0,48,1,1,0,0,0,0,522,1
2265,9,1285.98,dApp Tech,1,3,687,2068,2071,539,1,6,0,6,0,0,0,0,0,0,522,1
1102,12,477.84,Infra Tech,4,2,2499,2853,2859,96,1,159,0,0,0,0,5,35,4,2,804,51
1102,11,158.38,Infra Tech,3,2,2499,2853,2859,96,1,159,0,0,0,0,1,1,0,0,804,51
1102,10,2714.58,Infra Tech,2,2,2499,2853,2859,96,1,159,0,0,0,0,3,4,2,0,804,51
1102,7,6.78,Infra Tech,1,2,2499,2853,2859,96,1,159,0,85,0,0,0,0,0,0,804,51
1988,12,1448.07,dApp Tech,4,1,989,314,328,0,1,18,0,0,0,0,1,5,2,3,159,14
1988,11,44.43,dApp Tech,3,1,989,314,328,0,1,18,0,6,0,0,1,3,0,1,159,14
1988,10,38.85,dApp Tech,2,1,989,314,328,0,1,18,0,0,0,0,0,0,0,0,159,14
1988,9,2023.73,dApp Tech,1,1,989,314,328,0,1,18,0,0,0,0,8,30,3,6,159,14
562,12,421.03,Community,7,1,9757,757,747,172,2,204,0,0,0,0,11,22,6,11,5728,0
562,11,849.43,Community,6,1,9757,757,747,172,2,204,0,0,0,0,8,36,0,31,5728,0
562,10,1264.54,Community,5,1,9757,757,747,172,2,204,0,0,0,0,17,218,78,43,5728,0
562,9,1604.52,Community,4,1,9757,757,747,172,2,204,0,0,0,0,13,136,8,54,5728,0
562,8,584.12,Community,3,1,9757,757,747,172,2,204,0,0,0,0,22,117,7,27,5728,0
562,6,12.32,Community,2,1,9757,757,747,172,2,204,0,0,0,0,3,22,2,13,5728,0
562,5,15.13,Community,1,1,9757,757,747,172,2,204,0,18,0,0,21,58,16,28,5728,0
308,12,254.59,Infra Tech,9,3,3327,562,553,0,1,58,0,0,0,0,0,0,0,0,1642,120
308,11,715.85,Infra Tech,8,3,3327,562,553,0,1,58,0,0,0,0,0,0,0,0,1642,120
308,10,170.99,Infra Tech,7,3,3327,562,553,0,1,58,0,0,0,0,0,0,0,0,1642,120
308,9,1147.6,Infra Tech,6,3,3327,562,553,0,1,58,0,0,0,0,0,0,0,0,1642,120
308,8,6601.62,Infra Tech,5,3,3327,562,553,0,1,58,0,0,0,0,5,52,6,13,1642,120
308,7,4181.83,Infra Tech,4,3,3327,562,553,0,1,58,0,0,0,0,10,126,3,42,1642,120
308,6,1057.35,Infra Tech,3,3,3327,562,553,0,1,58,7,168,0,25,5,39,1,19,1642,120
308,5,1490.37,Infra Tech,2,3,3327,562,553,0,1,58,4,60,0,0,0,0,0,0,1642,120
308,4,2006.45,Infra Tech,1,3,3327,562,553,0,1,58,7,0,0,0,4,116,2,31,1642,120
65,12,228.06,Infra Tech,11,,,,,,,,0,0,0,0,0,0,0,0,165,0
65,11,297.29,Infra Tech,10,,,,,,,,0,0,0,0,0,0,0,0,165,0
65,10,2738.11,Infra Tech,9,,,,,,,,0,0,0,0,0,0,0,0,165,0
65,9,2184.22,Infra Tech,8,,,,,,,,0,0,0,0,0,0,0,0,165,0
65,8,310.1,Infra Tech,7,,,,,,,,0,0,0,0,0,0,0,0,165,0
65,7,1377.63,Infra Tech,6,,,,,,,,0,0,0,0,0,0,0,0,165,0
65,6,0.04,Infra Tech,5,,,,,,,,0,0,0,0,0,0,0,0,165,0
65,5,58.52,Infra Tech,4,,,,,,,,0,0,0,0,0,0,0,0,165,0
65,4,302.0,Infra Tech,3,,,,,,,,0,0,0,0,0,0,0,0,165,0
65,3,1410.81,Infra Tech,2,,,,,,,,12,18,0,65,0,0,0,0,165,0
65,2,337.0,Infra Tech,1,,,,,,,,22,1,0,46,0,0,0,0,165,0
888,12,369.37,Infra Tech,7,1,440,2872,2867,0,1,8,0,0,0,0,0,0,0,0,5685,114
888,11,37998.39,Infra Tech,6,1,440,2872,2867,0,1,8,0,0,0,0,0,0,0,0,5685,114
888,10,313.21,Infra Tech,5,1,440,2872,2867,0,1,8,0,0,0,0,1,0,0,0,5685,114
888,9,528.98,Infra Tech,4,1,440,2872,2867,0,1,8,0,0,0,0,1,2,0,0,5685,114
888,8,165.63,Infra Tech,3,1,440,2872,2867,0,1,8,31,29,6,42,0,0,0,0,5685,114
888,7,814.19,Infra Tech,2,1,440,2872,2867,0,1,8,19,39,3,9,2,5,2,0,5685,114
888,6,148.19,Infra Tech,1,1,440,2872,2867,0,1,8,5,43,2,25,4,10,0,5,5685,114
3443,12,96.88,dApp Tech,2,,,,,,,,0,0,0,0,0,0,0,0,46,112
3443,11,3861.68,dApp Tech,1,,,,,,,,0,3,0,0,0,0,0,0,46,112
1625,12,728.79,Community,5,2,2153,1074,1079,0,1,0,0,0,0,0,0,0,0,0,36,0
1625,11,22.55,Community,4,2,2153,1074,1079,0,1,0,0,0,0,0,0,0,0,0,36,0
1625,10,357.69,Community,3,2,2153,1074,1079,0,1,0,0,0,0,0,0,0,0,0,36,0
1625,9,2933.97,Community,2,2,2153,1074,1079,0,1,0,1,38,0,1,0,0,0,0,36,0
1625,8,4291.73,Community,1,2,2153,1074,1079,0,1,0,0,0,0,0,0,0,0,0,36,0
3496,12,543.07,Infra Tech,2,,,,,,,,1,0,0,1,0,0,0,0,,
3496,11,2409.76,Infra Tech,1,,,,,,,,1,1,0,5,0,0,0,0,,
1090,12,162.96,NFTs,3,1,1071,6063,6063,135,6,26,0,0,0,0,0,0,0,0,23,0
1090,10,12895.41,NFTs,2,1,1071,6063,6063,135,6,26,0,27,0,0,0,0,0,0,23,0
1090,9,3209.12,NFTs,1,1,1071,6063,6063,135,6,26,0,0,0,0,0,0,0,0,23,0
2316,12,383.03,NFTs,4,2,3303,18551,18572,75,3,36,0,0,0,0,1,152,53,136,6479,464
2316,11,30.67,NFTs,3,2,3303,18551,18572,75,3,36,1,0,0,0,24,7137,715,923,6479,464
2316,10,2676.06,NFTs,2,2,3303,18551,18572,75,3,36,1,0,0,0,2,292,33,108,6479,464
2316,9,68.39,NFTs,1,2,3303,18551,18572,75,3,36,7,7,0,0,0,0,0,0,6479,464
231,12,271.3,Community,9,2,914,1450,1423,515,2,68,0,0,0,0,6,35,0,22,263,76
231,11,1190.63,Community,8,2,914,1450,1423,515,2,68,0,0,0,0,1,2,0,0,263,76
231,10,4390.82,Community,7,2,914,1450,1423,515,2,68,0,0,0,0,6,61,3,23,263,76
231,9,301.49,Community,6,2,914,1450,1423,515,2,68,0,0,0,0,1,3,0,0,263,76
231,8,1930.64,Community,5,2,914,1450,1423,515,2,68,0,0,0,0,13,50,8,11,263,76
231,7,1060.2,Community,4,2,914,1450,1423,515,2,68,0,0,0,0,17,39,10,37,263,76
231,6,183.14,Community,3,2,914,1450,1423,515,2,68,0,0,0,0,0,0,0,0,263,76
231,5,296.38,Community,2,2,914,1450,1423,515,2,68,0,0,1,0,0,0,0,0,263,76
231,4,1248.42,Community,1,2,914,1450,1423,515,2,68,0,30,0,0,0,0,0,0,263,76
274,12,79.32,Infra Tech,10,2,1598,,,0,,,0,0,0,0,0,0,0,0,2687,246
274,11,5789.39,Infra Tech,9,2,1598,,,0,,,0,0,0,0,0,0,0,0,2687,246
274,10,20.06,Infra Tech,8,2,1598,,,0,,,0,0,0,0,0,0,0,0,2687,246
274,9,72.35,Infra Tech,7,2,1598,,,0,,,0,0,0,0,0,0,0,0,2687,246
274,8,619.3,Infra Tech,6,2,1598,,,0,,,0,0,0,0,0,0,0,0,2687,246
274,7,1290.68,Infra Tech,5,2,1598,,,0,,,0,0,0,0,23,672,78,111,2687,246
274,6,848.58,Infra Tech,4,2,1598,,,0,,,0,0,0,0,25,353,31,68,2687,246
274,5,266.22,Infra Tech,3,2,1598,,,0,,,0,1,1,0,29,151,13,18,2687,246
274,4,1051.41,Infra Tech,2,2,1598,,,0,,,2,0,0,0,32,652,43,121,2687,246
274,3,1040.0,Infra Tech,1,2,1598,,,0,,,0,0,0,0,10,275,45,30,2687,246
358,12,85.95,Infra Tech,9,3,4437,3158,3172,90,2,23,0,0,0,0,0,0,0,0,590,518
358,11,104.03,Infra Tech,8,3,4437,3158,3172,90,2,23,0,0,0,0,0,0,0,0,590,518
358,10,10646.12,Infra Tech,7,3,4437,3158,3172,90,2,23,0,0,0,0,4,7,1,3,590,518
358,9,2229.69,Infra Tech,6,3,4437,3158,3172,90,2,23,0,0,0,0,0,0,0,0,590,518
358,8,3494.97,Infra Tech,5,3,4437,3158,3172,90,2,23,0,0,0,0,0,0,0,0,590,518
358,7,674.59,Infra Tech,4,3,4437,3158,3172,90,2,23,0,0,0,0,3,6,1,1,590,518
358,6,11.47,Infra Tech,3,3,4437,3158,3172,90,2,23,1,0,1,0,0,0,0,0,590,518
358,5,0.23,Infra Tech,2,3,4437,3158,3172,90,2,23,0,21,1,2,4,327,6,105,590,518
358,4,1054.95,Infra Tech,1,3,4437,3158,3172,90,2,23,5,3,1,2,5,10,0,3,590,518
2918,12,424.76,dGov,3,1,2851,2626,2625,176,4,44,2,0,0,0,0,0,0,0,392,8
2918,11,7326.58,dGov,2,1,2851,2626,2625,176,4,44,8,20,0,3,0,0,0,0,392,8
2918,10,14187.02,dGov,1,1,2851,2626,2625,176,4,44,3,18,1,1,0,0,0,0,392,8
413,12,61.32,Infra Tech,9,1,1312,919,920,0,2,66,0,0,0,0,2,7,1,0,2796,146
413,11,47.9,Infra Tech,8,1,1312,919,920,0,2,66,0,0,0,0,5,30,1,0,2796,146
